"","tourney_name","surface","player","seed","ace","df","svperc","firstwon","secondwon","tour","result"
"471","Linz","Hard","Jelena Ostapenko",NA,0,8,55.9322033898305,78.7878787878788,46.1538461538462,"WTA","win"
"472","Linz","Hard","Kiki Bertens","1",1,2,64.7058823529412,83.6363636363636,43.3333333333333,"WTA","win"
"473","Linz","Hard","Ekaterina Alexandrova","8",9,7,60.3960396039604,70.4918032786885,45,"WTA","win"
"474","Linz","Hard","Kristina Mladenovic",NA,4,9,53.1645569620253,69.0476190476191,37.8378378378378,"WTA","win"
"475","Linz","Hard","Jelena Ostapenko",NA,0,3,54.7619047619048,73.9130434782609,36.8421052631579,"WTA","win"
"476","Linz","Hard","Kiki Bertens","1",4,4,61.2903225806452,76.3157894736842,54.1666666666667,"WTA","win"
"477","Linz","Hard","Ekaterina Alexandrova","8",8,6,52.3809523809524,75.7575757575758,40,"WTA","win"
"478","Linz","Hard","Kristina Mladenovic",NA,2,7,51.8518518518519,89.2857142857143,19.2307692307692,"WTA","win"
"479","Linz","Hard","Donna Vekic","4",0,2,60.6060606060606,95,69.2307692307692,"WTA","win"
"480","Linz","Hard","Jelena Ostapenko",NA,1,3,53.1914893617021,72,50,"WTA","win"
"481","Tianjin","Hard","Veronika Kudermetova",NA,NA,NA,NA,NA,NA,"WTA","win"
"482","Tianjin","Hard","Yulia Putintseva","6",3,0,84,80.9523809523809,37.5,"WTA","win"
"483","Tianjin","Hard","Veronika Kudermetova",NA,3,0,81.25,61.5384615384615,66.6666666666667,"WTA","win"
"484","Tianjin","Hard","Dayana Yastremska","3",6,3,60.9375,64.1025641025641,64,"WTA","win"
"485","Tianjin","Hard","Yulia Putintseva","6",0,4,77,55.8441558441558,56.5217391304348,"WTA","win"
"486","Tianjin","Hard","Caroline Garcia","4",5,2,67.5675675675676,62,41.6666666666667,"WTA","win"
"487","Tianjin","Hard","Saisai Zheng","7",3,1,71.2121212121212,70.2127659574468,68.4210526315789,"WTA","win"
"488","Tianjin","Hard","Veronika Kudermetova",NA,4,2,55.0724637681159,68.4210526315789,51.6129032258064,"WTA","win"
"489","Tianjin","Hard","Dayana Yastremska","3",4,1,76.271186440678,66.6666666666667,50,"WTA","win"
"490","Luxembourg","Hard","Jelena Ostapenko",NA,6,0,70.7317073170732,82.7586206896552,66.6666666666667,"WTA","win"
"491","Luxembourg","Hard","Jelena Ostapenko",NA,7,7,53.9325842696629,79.1666666666667,53.6585365853659,"WTA","win"
"492","Luxembourg","Hard","Jelena Ostapenko",NA,4,3,55,72.7272727272727,44.4444444444444,"WTA","win"
"493","Luxembourg","Hard","Jelena Ostapenko",NA,1,14,52.2222222222222,72.3404255319149,48.8372093023256,"WTA","win"
"494","Luxembourg","Hard","Elise Mertens","1",2,2,72.0930232558139,80.6451612903226,41.6666666666667,"WTA","win"
"495","Luxembourg","Hard","Jelena Ostapenko",NA,5,10,61.25,71.4285714285714,51.6129032258064,"WTA","win"
"496","Moscow","Hard","Belinda Bencic","3",8,6,54.4303797468354,83.7209302325581,36.1111111111111,"WTA","win"
"497","Moscow","Hard","Belinda Bencic","3",3,4,63.3333333333333,81.5789473684211,36.3636363636364,"WTA","win"
"498","Moscow","Hard","Belinda Bencic","3",4,4,54.5454545454545,63.8888888888889,66.6666666666667,"WTA","win"
"499","Moscow","Hard","Kristina Mladenovic",NA,2,5,63.7362637362637,62.0689655172414,39.3939393939394,"WTA","win"
"500","Moscow","Hard","Veronika Kudermetova",NA,8,2,55.9523809523809,74.468085106383,37.8378378378378,"WTA","win"
"501","Moscow","Hard","Ekaterina Alexandrova","8",11,4,51.219512195122,85.7142857142857,50,"WTA","win"
"502","Moscow","Hard","Belinda Bencic","3",5,4,58.0246913580247,65.9574468085106,55.8823529411765,"WTA","win"
"503","Moscow","Hard","Kristina Mladenovic",NA,6,5,62.6262626262626,67.741935483871,43.2432432432432,"WTA","win"
"504","Moscow","Hard","Kiki Bertens","2",6,8,55.6603773584906,74.5762711864407,40.4255319148936,"WTA","win"
"505","Moscow","Hard","Veronika Kudermetova",NA,4,3,55.1724137931034,84.375,46.1538461538462,"WTA","win"
"506","Moscow","Hard","Ekaterina Alexandrova","8",6,2,66,63.6363636363636,41.1764705882353,"WTA","win"
"507","Moscow","Hard","Dayana Yastremska","5",2,5,51.4285714285714,72.2222222222222,41.1764705882353,"WTA","win"
"508","Moscow","Hard","Anastasija Sevastova","6",4,2,61.1111111111111,70.4545454545455,53.5714285714286,"WTA","win"
"509","Moscow","Hard","Kristina Mladenovic",NA,5,5,60,80.3921568627451,44.1176470588235,"WTA","win"
"510","Limoges","Hard","Ekaterina Alexandrova","1",7,1,65,80.7692307692308,64.2857142857143,"WTA","win"
"511","Limoges","Hard","Ekaterina Alexandrova","1",4,4,72.2222222222222,63.4615384615385,55,"WTA","win"
"512","Limoges","Hard","Ekaterina Alexandrova","1",3,0,59.2592592592593,75,54.5454545454545,"WTA","win"
"513","Limoges","Hard","Ekaterina Alexandrova","1",6,3,65.2173913043478,80,41.6666666666667,"WTA","win"
"514","Limoges","Hard","Ekaterina Alexandrova","1",8,8,56.7307692307692,74.5762711864407,42.2222222222222,"WTA","win"
"515","Brisbane","Hard","Karolina Pliskova","5",1,5,61.7977528089888,72.7272727272727,38.2352941176471,"WTA","win"
"516","Brisbane","Hard","Karolina Pliskova","5",3,4,70.4918032786885,74.4186046511628,44.4444444444444,"WTA","win"
"517","Brisbane","Hard","Donna Vekic",NA,3,1,53.4883720930233,69.5652173913043,65,"WTA","win"
"518","Brisbane","Hard","Karolina Pliskova","5",14,1,62.7118644067797,75.6756756756757,50,"WTA","win"
"519","Brisbane","Hard","Naomi Osaka","2",11,1,69.8630136986301,74.5098039215686,54.5454545454545,"WTA","win"
"520","Brisbane","Hard","Donna Vekic",NA,2,8,66.6666666666667,71.4285714285714,31.4285714285714,"WTA","win"
"521","Brisbane","Hard","Ajla Tomljanovic",NA,8,3,69.5652173913043,66.6666666666667,42.8571428571429,"WTA","win"
"522","Brisbane","Hard","Karolina Pliskova","5",3,1,53.448275862069,77.4193548387097,48.1481481481481,"WTA","win"
"523","Brisbane","Hard","Anastasija Sevastova","8",3,0,55.2631578947368,80.9523809523809,70.5882352941177,"WTA","win"
"524","Brisbane","Hard","Naomi Osaka","2",9,1,66.1538461538462,72.0930232558139,54.5454545454545,"WTA","win"
"525","Brisbane","Hard","Donna Vekic",NA,6,4,57.1428571428571,82.1428571428571,52.3809523809524,"WTA","win"
"526","Brisbane","Hard","Kiki Bertens","6",7,7,56.701030927835,70.9090909090909,52.3809523809524,"WTA","win"
"527","Brisbane","Hard","Johanna Konta",NA,2,0,72.3684210526316,58.1818181818182,57.1428571428571,"WTA","win"
"528","Brisbane","Hard","Ajla Tomljanovic",NA,4,4,63.4920634920635,70,39.1304347826087,"WTA","win"
"529","Brisbane","Hard","Karolina Pliskova","5",11,2,69.2307692307692,74.6031746031746,42.8571428571429,"WTA","win"
"530","Brisbane","Hard","Petra Kvitova","4",9,8,64.1025641025641,68,47.6190476190476,"WTA","win"
"531","Brisbane","Hard","Anastasija Sevastova","8",3,2,53.0612244897959,84.6153846153846,47.8260869565217,"WTA","win"
"532","Sydney","Hard","Petra Kvitova","5",3,10,60.4166666666667,68.9655172413793,44.7368421052632,"WTA","win"
"533","Sydney","Hard","Ashleigh Barty",NA,6,3,54.7169811320755,81.0344827586207,56.25,"WTA","win"
"534","Sydney","Hard","Petra Kvitova","5",2,0,66.6666666666667,81.25,56.25,"WTA","win"
"535","Sydney","Hard","Ashleigh Barty",NA,2,4,64.9122807017544,62.1621621621622,55,"WTA","win"
"536","Sydney","Hard","Kiki Bertens","7",2,1,57.5,82.6086956521739,76.4705882352941,"WTA","win"
"537","Sydney","Hard","Petra Kvitova","5",4,1,64.9122807017544,70.2702702702703,60,"WTA","win"
"538","Sydney","Hard","Ashleigh Barty",NA,5,0,72.8571428571429,68.6274509803922,36.8421052631579,"WTA","win"
"539","Sydney","Hard","Elise Mertens","10",4,4,63.6363636363636,65.7142857142857,50,"WTA","win"
"540","Sydney","Hard","Yulia Putintseva",NA,6,2,74.6987951807229,64.5161290322581,52.3809523809524,"WTA","win"
"541","Sydney","Hard","Kiki Bertens","7",NA,NA,NA,NA,NA,"WTA","win"
"542","Sydney","Hard","Petra Kvitova","5",8,4,69.6969696969697,80.4347826086957,40,"WTA","win"
"543","Sydney","Hard","Ashleigh Barty",NA,5,4,50,85.1851851851852,48.1481481481481,"WTA","win"
"544","Sydney","Hard","Elise Mertens","10",4,2,60.2150537634409,58.9285714285714,48.6486486486486,"WTA","win"
"545","Sydney","Hard","Yulia Putintseva",NA,0,1,76.7857142857143,60.4651162790698,69.2307692307692,"WTA","win"
"546","Sydney","Hard","Kiki Bertens","7",9,1,67.1428571428571,70.2127659574468,56.5217391304348,"WTA","win"
"547","Sydney","Hard","Petra Kvitova","5",5,4,54.8387096774194,85.2941176470588,35.7142857142857,"WTA","win"
"548","Sydney","Hard","Su Wei Hsieh",NA,1,3,59.2105263157895,73.3333333333333,51.6129032258064,"WTA","win"
"549","St. Petersburg","Hard","Kiki Bertens","2",8,6,52.7027027027027,79.4871794871795,45.7142857142857,"WTA","win"
"550","St. Petersburg","Hard","Donna Vekic","8",2,2,65.9090909090909,86.2068965517241,53.3333333333333,"WTA","win"
"551","St. Petersburg","Hard","Kiki Bertens","2",9,6,53.5211267605634,76.3157894736842,39.3939393939394,"WTA","win"
"552","St. Petersburg","Hard","Donna Vekic","8",1,4,53.8461538461538,67.8571428571429,58.3333333333333,"WTA","win"
"553","St. Petersburg","Hard","Aryna Sabalenka","4",2,2,59.7014925373134,65,51.8518518518519,"WTA","win"
"554","St. Petersburg","Hard","Kiki Bertens","2",5,3,51.7241379310345,76.6666666666667,64.2857142857143,"WTA","win"
"555","St. Petersburg","Hard","Petra Kvitova","1",9,4,75,66.6666666666667,16.6666666666667,"WTA","win"
"556","St. Petersburg","Hard","Donna Vekic","8",6,3,61.9047619047619,84.6153846153846,68.75,"WTA","win"
"557","St. Petersburg","Hard","Ekaterina Alexandrova",NA,4,2,56.9230769230769,83.7837837837838,35.7142857142857,"WTA","win"
"558","St. Petersburg","Hard","Aryna Sabalenka","4",3,1,60.3174603174603,65.7894736842105,60,"WTA","win"
"559","St. Petersburg","Hard","Kiki Bertens","2",13,4,64.5833333333333,90.3225806451613,41.1764705882353,"WTA","win"
"560","St. Petersburg","Hard","Veronika Kudermetova",NA,7,0,44.4444444444444,70,76,"WTA","win"
"561","St. Petersburg","Hard","Donna Vekic","8",3,4,58.0246913580247,76.5957446808511,47.0588235294118,"WTA","win"
"562","St. Petersburg","Hard","Ekaterina Alexandrova",NA,17,4,55.4347826086956,78.4313725490196,46.3414634146341,"WTA","win"
"563","St. Petersburg","Hard","Jelena Ostapenko","6",2,9,57.1428571428571,66.6666666666667,37.037037037037,"WTA","win"
"564","Doha","Hard","Elise Mertens",NA,2,6,60.7843137254902,51.6129032258064,47.5,"WTA","win"
"565","Doha","Hard","Simona Halep","1",1,2,64,64.0625,52.7777777777778,"WTA","win"
"566","Doha","Hard","Elise Mertens",NA,4,4,59.5505617977528,56.6037735849057,61.1111111111111,"WTA","win"
"567","Doha","Hard","Simona Halep","1",3,2,76.7676767676768,63.1578947368421,39.1304347826087,"WTA","win"
"568","Doha","Hard","Elina Svitolina","4",2,1,68.5185185185185,78.3783783783784,41.1764705882353,"WTA","win"
"569","Doha","Hard","Elise Mertens",NA,5,4,56.5789473684211,74.4186046511628,36.3636363636364,"WTA","win"
"570","Doha","Hard","Simona Halep","1",2,6,53.7313432835821,66.6666666666667,45.1612903225806,"WTA","win"
"571","Doha","Hard","Elina Svitolina","4",7,5,65.625,71.4285714285714,40.9090909090909,"WTA","win"
"572","Doha","Hard","Kiki Bertens","5",5,5,61.1940298507463,65.8536585365854,61.5384615384615,"WTA","win"
"573","Doha","Hard","Elise Mertens",NA,3,3,62.9032258064516,61.5384615384615,65.2173913043478,"WTA","win"
"574","Doha","Hard","Jelena Ostapenko",NA,3,7,64.3835616438356,74.468085106383,42.3076923076923,"WTA","win"
"575","Doha","Hard","Su Wei Hsieh",NA,0,3,65.3846153846154,73.5294117647059,50,"WTA","win"
"576","Doha","Hard","Kiki Bertens","5",2,4,54.320987654321,61.3636363636364,40.5405405405405,"WTA","win"
"577","Doha","Hard","Elise Mertens",NA,1,5,55.7377049180328,82.3529411764706,40.7407407407407,"WTA","win"
"578","Dubai","Hard","Belinda Bencic",NA,3,4,64.5569620253165,56.8627450980392,53.5714285714286,"WTA","win"
"579","Dubai","Hard","Belinda Bencic",NA,4,6,67.5,59.2592592592593,61.5384615384615,"WTA","win"
"580","Dubai","Hard","Petra Kvitova","2",3,8,52.2222222222222,61.7021276595745,60.4651162790698,"WTA","win"
"581","Dubai","Hard","Elina Svitolina","6",3,2,50.8474576271186,73.3333333333333,51.7241379310345,"WTA","win"
"582","Dubai","Hard","Belinda Bencic",NA,1,4,64.4859813084112,52.1739130434783,50,"WTA","win"
"583","Dubai","Hard","Su Wei Hsieh",NA,2,5,67.3684210526316,67.1875,41.9354838709677,"WTA","win"
"584","Dubai","Hard","Petra Kvitova","2",2,4,60.7843137254902,74.1935483870968,55,"WTA","win"
"585","Dubai","Hard","Elina Svitolina","6",2,2,50,65.2173913043478,69.5652173913043,"WTA","win"
"586","Dubai","Hard","Simona Halep","3",1,1,54.9019607843137,71.4285714285714,52.1739130434783,"WTA","win"
"587","Dubai","Hard","Belinda Bencic",NA,0,13,63.28125,66.6666666666667,36.1702127659574,"WTA","win"
"588","Dubai","Hard","Su Wei Hsieh",NA,1,3,63.855421686747,66.0377358490566,43.3333333333333,"WTA","win"
"589","Dubai","Hard","Karolina Pliskova","4",10,3,64.9484536082474,65.0793650793651,55.8823529411765,"WTA","win"
"590","Dubai","Hard","Petra Kvitova","2",5,10,56.8627450980392,65.5172413793103,52.2727272727273,"WTA","win"
"591","Dubai","Hard","Kristina Mladenovic",NA,4,0,55.7692307692308,58.6206896551724,39.1304347826087,"WTA","win"
"592","Dubai","Hard","Elina Svitolina","6",2,3,52.5423728813559,67.741935483871,57.1428571428571,"WTA","win"
"593","Dubai","Hard","Simona Halep","3",3,4,69.5652173913043,79.1666666666667,42.8571428571429,"WTA","win"
"594","Dubai","Hard","Belinda Bencic",NA,2,0,70,78.5714285714286,58.3333333333333,"WTA","win"
"595","Dubai","Hard","Aryna Sabalenka","8",5,3,75,76.9230769230769,61.5384615384615,"WTA","win"
"596","Dubai","Hard","Su Wei Hsieh",NA,1,0,77.0491803278689,65.9574468085106,64.2857142857143,"WTA","win"
"597","Dubai","Hard","Karolina Pliskova","4",13,2,69.1176470588235,82.9787234042553,57.1428571428571,"WTA","win"
"598","Dubai","Hard","Sofia Kenin",NA,5,8,60.4651162790698,57.6923076923077,35.2941176470588,"WTA","win"
"599","Dubai","Hard","Petra Kvitova","2",7,9,59.6330275229358,76.9230769230769,50,"WTA","win"
"600","Dubai","Hard","Kristina Mladenovic",NA,1,7,56.5217391304348,76.9230769230769,35,"WTA","win"
"601","Dubai","Hard","Saisai Zheng",NA,2,6,56.1797752808989,62,41.025641025641,"WTA","win"
"602","Dubai","Hard","Belinda Bencic",NA,5,7,68.1159420289855,78.7234042553192,40.9090909090909,"WTA","win"
"603","Dubai","Hard","Su Wei Hsieh",NA,1,0,64.406779661017,68.4210526315789,52.3809523809524,"WTA","win"
"604","Dubai","Hard","Sofia Kenin",NA,2,4,61.3636363636364,81.4814814814815,58.8235294117647,"WTA","win"
"605","Dubai","Hard","Caroline Garcia","14",4,0,65.8536585365854,62.962962962963,71.4285714285714,"WTA","win"
"606","Charleston","Clay","Petra Martic","16",1,1,67.741935483871,73.8095238095238,65,"WTA","win"
"607","Charleston","Clay","Belinda Bencic","9",0,2,75,76.9230769230769,69.2307692307692,"WTA","win"
"608","Charleston","Clay","Petra Martic","16",0,2,68.9655172413793,58.3333333333333,44.4444444444444,"WTA","win"
"609","Charleston","Clay","Maria Sakkari","15",1,4,67.3913043478261,64.5161290322581,30,"WTA","win"
"610","Charleston","Clay","Ajla Tomljanovic","14",1,5,59.4594594594595,68.1818181818182,30,"WTA","win"
"611","Charleston","Clay","Jelena Ostapenko","10",1,6,52.991452991453,59.6774193548387,45.4545454545455,"WTA","win"
"612","Charleston","Clay","Aryna Sabalenka","3",1,11,64.7058823529412,63.6363636363636,30,"WTA","win"
"613","Charleston","Clay","Belinda Bencic","9",4,0,73.9130434782609,85.2941176470588,41.6666666666667,"WTA","win"
"614","Charleston","Clay","Petra Martic","16",1,2,70.1754385964912,70,41.1764705882353,"WTA","win"
"615","Charleston","Clay","Maria Sakkari","15",3,2,62.5,66.6666666666667,50,"WTA","win"
"616","Charleston","Clay","Kiki Bertens","2",2,0,67.5675675675676,80,50,"WTA","win"
"617","Charleston","Clay","Ajla Tomljanovic","14",7,5,58.6666666666667,59.0909090909091,35.4838709677419,"WTA","win"
"618","Charleston","Clay","Jelena Ostapenko","10",2,7,61.0169491525424,77.7777777777778,39.1304347826087,"WTA","win"
"619","Charleston","Clay","Sofia Kenin","13",2,2,60.5633802816901,67.4418604651163,57.1428571428571,"WTA","win"
"620","Charleston","Clay","Belinda Bencic","9",1,1,73.6842105263158,75,60,"WTA","win"
"621","Charleston","Clay","Petra Martic","16",1,2,73.972602739726,57.4074074074074,31.5789473684211,"WTA","win"
"622","Charleston","Clay","Maria Sakkari","15",0,10,61.3636363636364,68.5185185185185,29.4117647058824,"WTA","win"
"623","Stuttgart","Clay","Petra Kvitova","3",5,5,68.1159420289855,76.5957446808511,40.9090909090909,"WTA","win"
"624","Stuttgart","Clay","Petra Kvitova","3",3,3,68.75,78.1818181818182,48,"WTA","win"
"625","Stuttgart","Clay","Naomi Osaka","1",8,3,65.979381443299,70.3125,54.5454545454545,"WTA","win"
"626","Stuttgart","Clay","Petra Kvitova","3",7,4,70.8333333333333,74.5098039215686,52.3809523809524,"WTA","win"
"627","Stuttgart","Clay","Kiki Bertens","6",5,2,65.4545454545455,77.7777777777778,68.4210526315789,"WTA","win"
"628","Stuttgart","Clay","Naomi Osaka","1",7,2,60,76.1904761904762,46.4285714285714,"WTA","win"
"629","Stuttgart","Clay","Donna Vekic",NA,2,2,61.8421052631579,59.5744680851064,55.1724137931034,"WTA","win"
"630","Stuttgart","Clay","Anastasija Sevastova","7",1,1,46.6666666666667,67.8571428571429,50,"WTA","win"
"631","Stuttgart","Clay","Petra Kvitova","3",4,2,57.6923076923077,70,59.0909090909091,"WTA","win"
"632","Stuttgart","Clay","Kiki Bertens","6",20,6,51.1904761904762,88.3720930232558,51.219512195122,"WTA","win"
"633","Stuttgart","Clay","Su Wei Hsieh",NA,0,4,70.2127659574468,63.6363636363636,50,"WTA","win"
"634","Stuttgart","Clay","Donna Vekic",NA,2,4,53.968253968254,67.6470588235294,58.6206896551724,"WTA","win"
"635","Stuttgart","Clay","Anastasija Sevastova","7",4,5,55.1282051282051,72.0930232558139,42.8571428571429,"WTA","win"
"636","Stuttgart","Clay","Kiki Bertens","6",4,3,47.6190476190476,80,66.6666666666667,"WTA","win"
"637","Stuttgart","Clay","Belinda Bencic",NA,4,3,63.1578947368421,75,57.1428571428571,"WTA","win"
"638","Rome","Clay","Karolina Pliskova","4",5,3,73.7704918032787,73.3333333333333,68.75,"WTA","win"
"639","Rome","Clay","Johanna Konta",NA,1,3,62.5,64.6153846153846,46.1538461538462,"WTA","win"
"640","Rome","Clay","Karolina Pliskova","4",2,0,61.2903225806452,76.3157894736842,50,"WTA","win"
"641","Rome","Clay","Kiki Bertens","6",0,0,NA,NA,NA,"WTA","win"
"642","Rome","Clay","Johanna Konta",NA,2,4,74.3589743589744,68.9655172413793,50,"WTA","win"
"643","Rome","Clay","Karolina Pliskova","4",11,4,62.8865979381443,73.7704918032787,50,"WTA","win"
"644","Rome","Clay","Maria Sakkari",NA,4,2,61.5384615384615,72.9166666666667,40,"WTA","win"
"645","Rome","Clay","Naomi Osaka","1",9,1,59.0909090909091,88.4615384615385,61.1111111111111,"WTA","win"
"646","Rome","Clay","Kiki Bertens","6",5,7,46.3768115942029,68.75,48.6486486486486,"WTA","win"
"647","Rome","Clay","Johanna Konta",NA,6,0,70.3703703703704,68.4210526315789,56.25,"WTA","win"
"648","Rome","Clay","Karolina Pliskova","4",12,2,52.2727272727273,84.7826086956522,35.7142857142857,"WTA","win"
"649","Rome","Clay","Kristina Mladenovic",NA,4,4,57.1428571428571,69.4444444444444,59.2592592592593,"WTA","win"
"650","Rome","Clay","Maria Sakkari",NA,2,3,61.5384615384615,70.3125,47.5,"WTA","win"
"651","Rome","Clay","Naomi Osaka","1",12,0,64.0625,73.1707317073171,43.4782608695652,"WTA","win"
"652","Rome","Clay","Kiki Bertens","6",12,4,58.1632653061224,70.1754385964912,31.7073170731707,"WTA","win"
"653","Rome","Clay","Johanna Konta",NA,1,2,62.7450980392157,62.5,44.7368421052632,"WTA","win"
"654","Rome","Clay","Sofia Kenin",NA,0,4,72.972972972973,71.6049382716049,53.3333333333333,"WTA","win"
"655","Rome","Clay","Karolina Pliskova","4",5,1,60.377358490566,75,52.3809523809524,"WTA","win"
"656","Rome","Clay","Ashleigh Barty","8",10,5,56.0747663551402,63.3333333333333,51.063829787234,"WTA","win"
"657","Rome","Clay","Kristina Mladenovic",NA,5,4,50,72.0930232558139,48.8372093023256,"WTA","win"
"658","Rome","Clay","Maria Sakkari",NA,3,2,57.1428571428571,78.5714285714286,52.3809523809524,"WTA","win"
"659","Rome","Clay","Petra Kvitova","2",2,1,54.2857142857143,89.4736842105263,75,"WTA","win"
"660","Rome","Clay","Johanna Konta",NA,4,3,60.9375,76.9230769230769,52,"WTA","win"
"661","Rome","Clay","Sofia Kenin",NA,2,5,52.1739130434783,70.8333333333333,59.0909090909091,"WTA","win"
"662","Rome","Clay","Ajla Tomljanovic",NA,5,5,55.8823529411765,65.7894736842105,46.6666666666667,"WTA","win"
"663","Rome","Clay","Kristina Mladenovic",NA,4,5,60.8695652173913,85.7142857142857,27.7777777777778,"WTA","win"
"664","Rome","Clay","Belinda Bencic",NA,0,2,56.5217391304348,74.3589743589744,46.6666666666667,"WTA","win"
"665","Rome","Clay","Maria Sakkari",NA,5,0,60,69.0476190476191,60.7142857142857,"WTA","win"
"666","Rome","Clay","Yulia Putintseva",NA,1,2,70,62.8571428571429,60,"WTA","win"
"667","Birmingham","Grass","Ashleigh Barty","2",9,1,59.7222222222222,79.0697674418605,48.2758620689655,"WTA","win"
"668","Birmingham","Grass","Ashleigh Barty","2",11,1,50,82.7586206896552,65.5172413793103,"WTA","win"
"669","Birmingham","Grass","Petra Martic",NA,7,7,60.7843137254902,66.1290322580645,42.5,"WTA","win"
"670","Birmingham","Grass","Ashleigh Barty","2",6,2,51.7241379310345,76.6666666666667,57.1428571428571,"WTA","win"
"671","Birmingham","Grass","Yulia Putintseva",NA,3,2,66.6666666666667,56.25,68.75,"WTA","win"
"672","Birmingham","Grass","Petra Martic",NA,3,2,72.7272727272727,72.9166666666667,61.1111111111111,"WTA","win"
"673","Birmingham","Grass","Jelena Ostapenko",NA,2,8,56.25,75,57.1428571428571,"WTA","win"
"674","Birmingham","Grass","Ashleigh Barty","2",4,1,70.8333333333333,82.3529411764706,42.8571428571429,"WTA","win"
"675","Birmingham","Grass","Naomi Osaka","1",7,3,54.5454545454545,75,50,"WTA","win"
"676","Birmingham","Grass","Yulia Putintseva",NA,0,1,67.7966101694915,67.5,57.8947368421053,"WTA","win"
"677","Birmingham","Grass","Petra Martic",NA,4,1,56,76.1904761904762,51.5151515151515,"WTA","win"
"678","Birmingham","Grass","Jelena Ostapenko",NA,7,5,50,88.8888888888889,55.5555555555556,"WTA","win"
"679","Birmingham","Grass","Johanna Konta","7",3,6,64.7058823529412,81.8181818181818,44.4444444444444,"WTA","win"
"680","Birmingham","Grass","Su Wei Hsieh",NA,2,5,69.1358024691358,71.4285714285714,48,"WTA","win"
"681","Birmingham","Grass","Karolina Pliskova","3",11,2,76.7857142857143,86.046511627907,30.7692307692308,"WTA","win"
"682","Birmingham","Grass","Ashleigh Barty","2",5,7,52.4590163934426,78.125,44.8275862068966,"WTA","win"
"683","Eastbourne","Grass","Karolina Pliskova","2",7,1,75.9259259259259,70.7317073170732,53.8461538461538,"WTA","win"
"684","Eastbourne","Grass","Karolina Pliskova","2",3,0,48.8888888888889,90.9090909090909,60.8695652173913,"WTA","win"
"685","Eastbourne","Grass","Kiki Bertens","3",6,7,57.7777777777778,69.2307692307692,50,"WTA","win"
"686","Eastbourne","Grass","Karolina Pliskova","2",6,3,62.5,84,53.3333333333333,"WTA","win"
"687","Eastbourne","Grass","Simona Halep","6",2,2,75.7575757575758,66,62.5,"WTA","win"
"688","Eastbourne","Grass","Aryna Sabalenka","8",3,7,56.25,62.962962962963,50,"WTA","win"
"689","Eastbourne","Grass","Kiki Bertens","3",5,10,47.5409836065574,58.6206896551724,53.125,"WTA","win"
"690","Eastbourne","Grass","Ekaterina Alexandrova",NA,4,3,50,60,40,"WTA","win"
"691","Eastbourne","Grass","Karolina Pliskova","2",5,2,63.1578947368421,80.5555555555556,42.8571428571429,"WTA","win"
"692","Eastbourne","Grass","Johanna Konta","14",5,0,73.134328358209,71.4285714285714,55.5555555555556,"WTA","win"
"693","Eastbourne","Grass","Simona Halep","6",1,2,70.6896551724138,70.7317073170732,52.9411764705882,"WTA","win"
"694","Eastbourne","Grass","Aryna Sabalenka","8",3,4,52.8301886792453,82.1428571428571,52,"WTA","win"
"695","Eastbourne","Grass","Kiki Bertens","3",4,2,57.4074074074074,74.1935483870968,52.1739130434783,"WTA","win"
"696","Eastbourne","Grass","Jelena Ostapenko",NA,4,14,55.6962025316456,65.9090909090909,37.1428571428571,"WTA","win"
"697","Eastbourne","Grass","Ekaterina Alexandrova",NA,9,8,49.5238095238095,71.1538461538462,49.0566037735849,"WTA","win"
"698","Eastbourne","Grass","Elise Mertens",NA,2,4,68.5393258426966,68.8524590163934,42.8571428571429,"WTA","win"
"699","Eastbourne","Grass","Karolina Pliskova","2",6,5,65.3846153846154,76.4705882352941,44.4444444444444,"WTA","win"
"700","Eastbourne","Grass","Maria Sakkari",NA,6,1,63.1578947368421,87.5,57.1428571428571,"WTA","win"
"701","Eastbourne","Grass","Johanna Konta","14",2,1,63.0434782608696,79.3103448275862,76.4705882352941,"WTA","win"
"702","Eastbourne","Grass","Su Wei Hsieh",NA,1,4,69.5652173913043,62.5,42.8571428571429,"WTA","win"
"703","Eastbourne","Grass","Yulia Putintseva",NA,2,0,66.6666666666667,87.5,75,"WTA","win"
"704","Eastbourne","Grass","Jelena Ostapenko",NA,5,10,56.9444444444444,78.0487804878049,38.7096774193548,"WTA","win"
"705","Eastbourne","Grass","Ekaterina Alexandrova",NA,14,3,59.6774193548387,83.7837837837838,60,"WTA","win"
"706","Eastbourne","Grass","Belinda Bencic","10",3,3,61.0169491525424,72.2222222222222,65.2173913043478,"WTA","win"
"707","Eastbourne","Grass","Elise Mertens",NA,5,1,65.2173913043478,73.3333333333333,54.1666666666667,"WTA","win"
"708","San Jose","Hard","Saisai Zheng",NA,1,5,72.463768115942,72,47.3684210526316,"WTA","win"
"709","San Jose","Hard","Saisai Zheng",NA,1,0,69.2307692307692,62.2222222222222,45,"WTA","win"
"710","San Jose","Hard","Aryna Sabalenka","2",5,8,63.4920634920635,80,17.3913043478261,"WTA","win"
"711","San Jose","Hard","Maria Sakkari","7",7,9,50.9090909090909,58.9285714285714,46.2962962962963,"WTA","win"
"712","San Jose","Hard","Saisai Zheng",NA,0,5,63.1578947368421,52.7777777777778,47.6190476190476,"WTA","win"
"713","San Jose","Hard","Donna Vekic","5",6,3,59.5238095238095,88,64.7058823529412,"WTA","win"
